Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR11917140_1	(1.0, 5.626371020335567)	(2.0, 1.588901405110571)	(3.0, 0.8537380684176202)	(4.0, 0.8537380684176202)	(5.0, 0.5039426098298452)	(6.0, 0.35572419517400844)	(7.0, 0.2905080927254402)	(8.0, 0.6165886049682813)	(9.0, 0.21343451710440506)	('>10', 6.118456156992945)	('>50', 2.5434279954941603)	('>100', 19.32175253453489)	('>500', 9.989921147803402)	('>1k', 51.12349558309124)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917140_2	(1.0, 13.867314875200096)	(2.0, 2.715361356494931)	(3.0, 1.227248473350329)	(4.0, 0.8300231220726864)	(5.0, 0.800379439141519)	(6.0, 0.4980138732436118)	(7.0, 0.2490069366218059)	(8.0, 0.3794391415189423)	(9.0, 0.4268690342088101)	('>10', 12.047192743226418)	('>50', 8.881247406177744)	('>100', 53.151123495583086)	('>500', 4.9267801031600165)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917141_1	(1.0, 5.384649930390264)	(2.0, 1.805362195176719)	(3.0, 1.3203395158755107)	(4.0, 0.9341177527282526)	(5.0, 0.7634616248259757)	(6.0, 0.5389140881124534)	(7.0, 0.6287331027978623)	(8.0, 0.39520366461579914)	(9.0, 0.40418556608434003)	('>10', 4.270894148291193)	('>50', 2.8203170611218393)	('>100', 8.56424305025374)	('>500', 2.9730093860870346)	('>1k', 69.19656891363903)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917141_2	(1.0, 16.03269412134549)	(2.0, 3.655633897696142)	(3.0, 1.8861993083935868)	(4.0, 1.077828176224907)	(5.0, 0.7410068711546234)	(6.0, 0.6197512013293214)	(7.0, 0.282929896259038)	(8.0, 0.4311312704899627)	(9.0, 0.20209278304217002)	('>10', 8.38011407014865)	('>50', 1.0463915210850137)	('>100', 43.79126060987111)	('>500', 16.603044864597834)	('>1k', 5.24992140836215)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917142_1	(1.0, 5.103139013452915)	(2.0, 2.0986547085201797)	(3.0, 1.0224215246636772)	(4.0, 0.7892376681614349)	(5.0, 0.5381165919282511)	(6.0, 0.16143497757847536)	(7.0, 0.4394618834080717)	(8.0, 0.4304932735426009)	(9.0, 0.3228699551569507)	('>10', 1.9013452914798206)	('>50', 0.5022421524663677)	('>100', 7.174887892376682)	('>500', 9.748878923766815)	('>1k', 69.76681614349775)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917142_2	(1.0, 13.300448430493272)	(2.0, 2.9417040358744395)	(3.0, 1.1838565022421526)	(4.0, 0.7174887892376681)	(5.0, 0.4484304932735426)	(6.0, 0.21524663677130046)	(7.0, 0.06278026905829596)	(8.0, 0.0)	(9.0, 0.0)	('>10', 4.080717488789238)	('>50', 6.143497757847534)	('>100', 54.493273542600896)	('>500', 16.41255605381166)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917143_1	(1.0, 50.0)	(2.0, 50.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917143_2	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917144_1	(1.0, 7.143644581633778)	(2.0, 1.9035020027192886)	(3.0, 0.903979715577114)	(4.0, 0.6467497152096425)	(5.0, 0.5512071436445817)	(6.0, 0.5291588578987984)	(7.0, 0.28295300040421856)	(8.0, 0.2645794289493992)	(9.0, 0.330724286186749)	('>10', 3.4174842905964065)	('>50', 2.5098298607283285)	('>100', 13.166501304523573)	('>500', 8.043949582919927)	('>1k', 60.3057362290082)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917144_2	(1.0, 13.192224304560321)	(2.0, 2.38856428912652)	(3.0, 1.08036600154338)	(4.0, 0.661448572373498)	(5.0, 0.4960864292801234)	(6.0, 0.15433800022048286)	(7.0, 0.33439900047771287)	(8.0, 0.2645794289493992)	(9.0, 0.1322897144746996)	('>10', 5.901591151287987)	('>50', 13.280417447543453)	('>100', 50.41340535773343)	('>500', 11.700290302428987)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917145_1	(1.0, 8.804774362328319)	(2.0, 2.419882275997384)	(3.0, 1.2017658600392414)	(4.0, 0.7194244604316548)	(5.0, 0.367887508175278)	(6.0, 0.3924133420536298)	(7.0, 0.11445389143230869)	(8.0, 0.2616088947024199)	(9.0, 0.0735775016350556)	('>10', 7.2351209941138)	('>50', 5.019620667102682)	('>100', 16.767495094833222)	('>500', 21.18214519293656)	('>1k', 35.439829954218446)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917145_2	(1.0, 11.576193590582081)	(2.0, 1.6677567037279268)	(3.0, 1.0055591890124262)	(4.0, 0.8829300196206671)	(5.0, 0.8992805755395683)	(6.0, 0.8829300196206671)	(7.0, 0.8584041857423153)	(8.0, 0.7848266841072596)	(9.0, 1.1772400261608895)	('>10', 16.514061478090255)	('>50', 14.028776978417264)	('>100', 44.6533682145193)	('>500', 5.068672334859385)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917146_1	(1.0, 7.632695737745249)	(2.0, 2.1649547942677905)	(3.0, 1.9742911618180699)	(4.0, 1.8943354449843166)	(5.0, 1.1993357525063042)	(6.0, 1.217787071775632)	(7.0, 0.6888492527215696)	(8.0, 0.49203518051540684)	(9.0, 0.9410172827357156)	('>10', 12.024109723845255)	('>50', 4.643582016114152)	('>100', 32.744941263300326)	('>500', 32.38206531767021)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917146_2	(1.0, 20.33335383479919)	(2.0, 4.723537732947905)	(3.0, 3.3212374684789965)	(4.0, 2.3617688664739527)	(5.0, 2.3064149086659698)	(6.0, 2.1034503967033644)	(7.0, 1.2485392705578449)	(8.0, 1.1808844332369763)	(9.0, 1.1070791561596653)	('>10', 23.697644381573284)	('>50', 18.801894335444985)	('>100', 18.81419521495787)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917147_1	(1.0, 5.637756593952862)	(2.0, 1.5790397099245572)	(3.0, 1.1228726826130182)	(4.0, 0.8421545119597638)	(5.0, 0.5848295221942803)	(6.0, 0.5263465699748523)	(7.0, 0.7778232645183929)	(8.0, 0.6082227030820516)	(9.0, 0.21053862798994094)	('>10', 4.549973682671501)	('>50', 0.0)	('>100', 11.310602959237382)	('>500', 0.0)	('>1k', 72.24983917188139)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917147_2	(1.0, 10.269606409731564)	(2.0, 2.4211942218843205)	(3.0, 1.8948476519094684)	(4.0, 0.982513597286391)	(5.0, 0.8187613310719926)	(6.0, 0.5263465699748523)	(7.0, 0.20469033276799814)	(8.0, 0.28071817065325455)	(9.0, 0.26317328498742615)	('>10', 6.1816480495935435)	('>50', 3.5557634949412247)	('>100', 36.86180478390549)	('>500', 26.779343821276097)	('>1k', 8.959588280016376)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917148_1	(1.0, 11.362573646310672)	(2.0, 2.955204339287384)	(3.0, 2.2444589918638362)	(4.0, 1.64593659403348)	(5.0, 1.2157486205929113)	(6.0, 1.4588983447114936)	(7.0, 0.916487421677733)	(8.0, 0.9725988964743291)	(9.0, 0.9258393341438323)	('>10', 22.594220518095952)	('>50', 15.533526606190968)	('>100', 4.264472084541289)	('>500', 13.410642476386423)	('>1k', 20.499392125689702)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917148_2	(1.0, 17.8340970728514)	(2.0, 4.133545310015898)	(3.0, 3.815580286168521)	(4.0, 2.8803890395585894)	(5.0, 3.273169363134761)	(6.0, 3.1983540634059664)	(7.0, 2.8149256522958943)	(8.0, 2.4689048910502196)	(9.0, 1.3466753951183017)	('>10', 25.18470027120546)	('>50', 7.2477321612269705)	('>100', 25.801926493968015)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917149_1	(1.0, 2.6337792642140467)	(2.0, 0.8361204013377926)	(3.0, 0.27591973244147155)	(4.0, 0.3010033444816053)	(5.0, 0.08361204013377926)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.07525083612040133)	('>10', 0.0)	('>50', 2.3327759197324416)	('>100', 13.662207357859533)	('>500', 0.0)	('>1k', 79.79933110367892)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917149_2	(1.0, 4.247491638795987)	(2.0, 0.5685618729096991)	(3.0, 0.1003344481605351)	(4.0, 0.06688963210702341)	(5.0, 0.0)	(6.0, 0.05016722408026755)	(7.0, 0.05852842809364548)	(8.0, 0.26755852842809363)	(9.0, 0.0)	('>10', 5.234113712374582)	('>50', 6.688963210702341)	('>100', 54.63210702341137)	('>500', 28.085284280936456)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917150_1	(1.0, 3.1239935587761676)	(2.0, 0.998389694041868)	(3.0, 0.2898550724637681)	(4.0, 0.1932367149758454)	(5.0, 0.08051529790660225)	(6.0, 0.1932367149758454)	(7.0, 0.11272141706924316)	(8.0, 0.12882447665056362)	(9.0, 0.0)	('>10', 1.6425120772946862)	('>50', 7.342995169082125)	('>100', 0.0)	('>500', 0.0)	('>1k', 85.89371980676329)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917150_2	(1.0, 5.829307568438003)	(2.0, 0.8373590982286634)	(3.0, 0.4830917874396135)	(4.0, 0.5797101449275363)	(5.0, 0.40257648953301123)	(6.0, 0.1932367149758454)	(7.0, 0.22544283413848631)	(8.0, 1.1594202898550725)	(9.0, 0.8695652173913043)	('>10', 6.119162640901772)	('>50', 0.0)	('>100', 83.30112721417069)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917151_1	(1.0, 9.379968203497615)	(2.0, 3.644368350250703)	(3.0, 2.7149321266968327)	(4.0, 2.1523786229668582)	(5.0, 1.712119359178183)	(6.0, 1.6142839672251437)	(7.0, 1.883331295096001)	(8.0, 1.2718600953895072)	(9.0, 0.7704537116301823)	('>10', 36.10125963067139)	('>50', 12.045982634217928)	('>100', 26.70906200317965)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917151_2	(1.0, 15.543597896539074)	(2.0, 6.652806652806653)	(3.0, 4.732787085728262)	(4.0, 3.619909502262444)	(5.0, 3.363091598385716)	(6.0, 2.8616852146263914)	(7.0, 2.3113611348905465)	(8.0, 2.2502140149198975)	(9.0, 2.3113611348905465)	('>10', 49.17451388039623)	('>50', 7.178671884554237)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917152_1	(1.0, 7.383704927057528)	(2.0, 2.353426919900908)	(3.0, 1.4450867052023122)	(4.0, 1.128543903110377)	(5.0, 0.6881365262868153)	(6.0, 0.7018992568125516)	(7.0, 0.5298651252408477)	(8.0, 0.3303055326176713)	(9.0, 0.3096614368290669)	('>10', 5.057803468208093)	('>50', 4.686209744013213)	('>100', 13.301679053124142)	('>500', 22.185521607486926)	('>1k', 39.89815579410955)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917152_2	(1.0, 10.61794660060556)	(2.0, 2.353426919900908)	(3.0, 1.0734929810074318)	(4.0, 0.5780346820809248)	(5.0, 0.7913570052298375)	(6.0, 0.7844756399669695)	(7.0, 0.6262042389210019)	(8.0, 0.4404073768235618)	(9.0, 0.6193228736581338)	('>10', 6.681805670244977)	('>50', 9.227910817506194)	('>100', 58.312689237544724)	('>500', 7.892925956509772)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917153_1	(1.0, 30.1948051948052)	(2.0, 12.987012987012985)	(3.0, 8.766233766233766)	(4.0, 12.987012987012985)	(5.0, 8.116883116883116)	(6.0, 3.896103896103896)	(7.0, 4.545454545454546)	(8.0, 2.5974025974025974)	(9.0, 2.922077922077922)	('>10', 12.987012987012985)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917153_2	(1.0, 37.33766233766234)	(2.0, 19.480519480519483)	(3.0, 13.636363636363635)	(4.0, 12.987012987012985)	(5.0, 8.116883116883116)	(6.0, 3.896103896103896)	(7.0, 4.545454545454546)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917154_1	(1.0, 9.209717097170971)	(2.0, 4.581795817958179)	(3.0, 3.274907749077491)	(4.0, 2.337023370233702)	(5.0, 2.3062730627306274)	(6.0, 2.214022140221402)	(7.0, 2.1525215252152523)	(8.0, 1.968019680196802)	(9.0, 1.3837638376383763)	('>10', 38.038130381303816)	('>50', 14.022140221402212)	('>100', 18.51168511685117)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917154_2	(1.0, 16.666666666666664)	(2.0, 8.148831488314883)	(3.0, 5.673431734317344)	(4.0, 5.227552275522755)	(5.0, 4.45879458794588)	(6.0, 3.4132841328413286)	(7.0, 3.9821648216482166)	(8.0, 2.5830258302583027)	(9.0, 3.3210332103321036)	('>10', 41.20541205412054)	('>50', 5.31980319803198)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917155_1	(1.0, 4.6439893753748605)	(2.0, 1.3537828806443322)	(3.0, 1.0795990060834548)	(4.0, 0.47982178048153545)	(5.0, 0.3855710736012338)	(6.0, 0.4626852883214806)	(7.0, 0.29988861280095963)	(8.0, 0.41127581184131606)	(9.0, 0.4626852883214806)	('>10', 13.94053637220461)	('>50', 4.001370919372804)	('>100', 27.31556850312741)	('>500', 21.454888184388658)	('>1k', 23.708336903435868)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917155_2	(1.0, 8.533973095707308)	(2.0, 2.639019792648445)	(3.0, 2.004969582726416)	(4.0, 2.2620169651272386)	(5.0, 2.3134264416074033)	(6.0, 1.799331676805758)	(7.0, 1.8593093993659497)	(8.0, 1.5080113100848256)	(9.0, 1.002484791363208)	('>10', 23.048581955273757)	('>50', 7.437237597463799)	('>100', 39.09690686316511)	('>500', 6.494730528660783)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917156_1	(1.0, 6.082699718779294)	(2.0, 1.7810644724507865)	(3.0, 1.249869805228622)	(4.0, 1.1040516612852829)	(5.0, 0.7551296739922925)	(6.0, 0.4374544318300177)	(7.0, 0.5468180397875221)	(8.0, 0.41662326840954067)	(9.0, 0.2343505884803666)	('>10', 3.7183626705551505)	('>50', 3.062181022810124)	('>100', 12.21747734610978)	('>500', 0.0)	('>1k', 68.39391730028123)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917156_2	(1.0, 29.21570669721904)	(2.0, 4.07249244870326)	(3.0, 2.0779085511925843)	(4.0, 1.1248828247057598)	(5.0, 0.9113633996458701)	(6.0, 0.6561816477450266)	(7.0, 0.7290907197166961)	(8.0, 0.24997396104572442)	(9.0, 0.3749609415685866)	('>10', 4.645349442766379)	('>50', 3.6819081345693156)	('>100', 52.26018123112176)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917157_1	(1.0, 3.9441214605378727)	(2.0, 1.3216780291940273)	(3.0, 1.0289012505750972)	(4.0, 0.6022836588732277)	(5.0, 0.7319419465473253)	(6.0, 0.35133213434271615)	(7.0, 0.46844284579028816)	(8.0, 0.33460203270734873)	(9.0, 0.4517127441549207)	('>10', 3.642979631101259)	('>50', 1.4973440963653855)	('>100', 0.0)	('>500', 3.576059224559789)	('>1k', 82.04860094525074)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917157_2	(1.0, 9.168095696181354)	(2.0, 2.534610397758166)	(3.0, 1.267305198879083)	(4.0, 0.9870759964866787)	(5.0, 0.7319419465473253)	(6.0, 0.326236981889665)	(7.0, 0.23422142289514408)	(8.0, 0.3680622359780836)	(9.0, 0.22585637207746034)	('>10', 0.890877912083316)	('>50', 2.1707306871889247)	('>100', 29.583002216738468)	('>500', 34.15868501401146)	('>1k', 17.35329792128487)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917158_1	(1.0, 6.418451969592259)	(2.0, 1.572218382861092)	(3.0, 0.8940912232204562)	(4.0, 0.7083621285418107)	(5.0, 0.7126814098134071)	(6.0, 0.49239806496199034)	(7.0, 0.786109191430546)	(8.0, 0.691085003455425)	(9.0, 0.5053559087767796)	('>10', 15.752418797512094)	('>50', 7.252073255010366)	('>100', 23.682619212163097)	('>500', 21.756219765031098)	('>1k', 18.77591568762958)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917158_2	(1.0, 16.797684865238423)	(2.0, 4.258811333794057)	(3.0, 2.785936420179682)	(4.0, 2.2287491361437457)	(5.0, 1.9220801658604008)	(6.0, 1.891845196959226)	(7.0, 1.572218382861092)	(8.0, 2.21147201105736)	(9.0, 1.5160677263303386)	('>10', 26.21371803731859)	('>50', 12.366102280580511)	('>100', 23.704215618521076)	('>500', 2.531098825155494)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917159_1	(1.0, 6.1200491741942376)	(2.0, 1.785237051686354)	(3.0, 1.459190763803517)	(4.0, 0.7483029557966754)	(5.0, 0.9086535891816773)	(6.0, 0.8017531669250094)	(7.0, 0.5986423646373403)	(8.0, 0.8552033780533433)	(9.0, 0.2886311400930034)	('>10', 6.050563899727404)	('>50', 1.14917953925918)	('>100', 20.845582340050242)	('>500', 13.041851515313486)	('>1k', 45.34715912127853)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917159_2	(1.0, 14.821743545887006)	(2.0, 3.057352076540702)	(3.0, 1.3309102570955154)	(4.0, 1.1545245603720136)	(5.0, 0.7750280613608423)	(6.0, 0.6734726602170078)	(7.0, 0.7483029557966754)	(8.0, 0.6414025335400075)	(9.0, 0.4810519001550056)	('>10', 12.122507883906142)	('>50', 11.4597252659148)	('>100', 41.40787856112031)	('>500', 5.788657865198568)	('>1k', 5.537441872895398)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917160_1	(1.0, 9.683257918552037)	(2.0, 3.076923076923077)	(3.0, 1.4253393665158371)	(4.0, 1.7647058823529411)	(5.0, 1.1877828054298643)	(6.0, 1.2217194570135748)	(7.0, 1.2669683257918551)	(8.0, 0.7239819004524887)	(9.0, 1.1199095022624435)	('>10', 13.733031674208146)	('>50', 4.807692307692308)	('>100', 9.92081447963801)	('>500', 7.647058823529412)	('>1k', 42.42081447963801)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917160_2	(1.0, 16.832579185520363)	(2.0, 5.203619909502263)	(3.0, 3.4276018099547514)	(4.0, 2.669683257918552)	(5.0, 2.092760180995475)	(6.0, 1.3574660633484164)	(7.0, 1.9004524886877827)	(8.0, 1.809954751131222)	(9.0, 1.4253393665158371)	('>10', 15.407239819004525)	('>50', 5.723981900452489)	('>100', 35.42986425339367)	('>500', 6.719457013574661)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917161_1	(1.0, 3.0164533820840953)	(2.0, 0.6093845216331505)	(3.0, 0.5027422303473492)	(4.0, 0.3656307129798903)	(5.0, 0.22851919561243145)	(6.0, 0.2742230347349177)	(7.0, 0.42656916514320536)	(8.0, 0.3656307129798903)	(9.0, 0.13711151736745886)	('>10', 8.60755636806825)	('>50', 3.1230956733698965)	('>100', 26.980499695307742)	('>500', 55.36258379037172)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917161_2	(1.0, 6.474710542352224)	(2.0, 1.4320536258379037)	(3.0, 0.6398537477148081)	(4.0, 0.8531383302864107)	(5.0, 0.6855575868372943)	(6.0, 0.4570383912248629)	(7.0, 0.5332114564290067)	(8.0, 0.6093845216331505)	(9.0, 0.5484460694698354)	('>10', 17.672151127361367)	('>50', 16.285801340645946)	('>100', 53.808653260207194)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917162_1	(1.0, 41.02564102564102)	(2.0, 10.256410256410255)	(3.0, 23.076923076923077)	(4.0, 10.256410256410255)	(5.0, 0.0)	(6.0, 15.384615384615385)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917162_2	(1.0, 76.92307692307693)	(2.0, 15.384615384615385)	(3.0, 7.6923076923076925)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917163_1	(1.0, 2.976789990823429)	(2.0, 1.128046733364668)	(3.0, 0.8863224333579534)	(4.0, 0.6266926296470378)	(5.0, 0.5595469907562837)	(6.0, 0.4700194722352783)	(7.0, 0.32901363056469485)	(8.0, 0.28648805926721727)	(9.0, 0.1410058416705835)	('>10', 2.1441840685780793)	('>50', 1.479442243559614)	('>100', 2.6992546834083124)	('>500', 6.696658385371203)	('>1k', 41.30128248170281)	('>5k', 38.27525235569283)	('>10k+', 0.0)
SRR11917163_2	(1.0, 9.9644128113879)	(2.0, 2.3948611204368944)	(3.0, 1.3026253944806285)	(4.0, 0.7699366592806464)	(5.0, 0.5595469907562837)	(6.0, 0.38944470556637345)	(7.0, 0.2506770518588151)	(8.0, 0.2506770518588151)	(9.0, 0.2618679916739408)	('>10', 3.0103628102688065)	('>50', 3.164797779717541)	('>100', 16.86474630139439)	('>500', 32.72678439535352)	('>1k', 28.089258935965443)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917164_1	(1.0, 2.47595235614821)	(2.0, 0.677153870194812)	(3.0, 0.5000520887592458)	(4.0, 0.31253255547452863)	(5.0, 0.2864881758516512)	(6.0, 0.28127929992707573)	(7.0, 0.30385109560023615)	(8.0, 0.1805743653852832)	(9.0, 0.28127929992707573)	('>10', 5.6742021738375525)	('>50', 4.505677674757788)	('>100', 9.94895301593916)	('>500', 8.209188457130951)	('>1k', 33.13365975622461)	('>5k', 33.229155814841825)	('>10k+', 0.0)
SRR11917164_2	(1.0, 4.686252040143071)	(2.0, 1.0938639441608502)	(3.0, 0.8073757683091989)	(4.0, 0.895926659026982)	(5.0, 0.8160572281834912)	(6.0, 0.7813313886863216)	(7.0, 0.8021668923846235)	(8.0, 0.6111747751501893)	(9.0, 0.7969580164600479)	('>10', 14.07264645622808)	('>50', 10.917803937910199)	('>100', 20.078480397263604)	('>500', 23.67434107719554)	('>1k', 9.794423030176755)	('>5k', 10.171198388721049)	('>10k+', 0.0)
SRR11917165_1	(1.0, 5.794883008965668)	(2.0, 1.8368685764268533)	(3.0, 1.312048983162038)	(4.0, 1.0496391865296304)	(5.0, 0.7653619068445222)	(6.0, 0.5248195932648152)	(7.0, 0.7653619068445222)	(8.0, 0.5248195932648152)	(9.0, 0.39361469494861145)	('>10', 7.588016619287121)	('>50', 6.057292805598076)	('>100', 47.19002842772797)	('>500', 26.197244697135357)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917165_2	(1.0, 10.758801661928711)	(2.0, 3.280122457905095)	(3.0, 1.5744587797944458)	(4.0, 1.2245790509512355)	(5.0, 0.7653619068445222)	(6.0, 1.1808440848458341)	(7.0, 1.3776514323201399)	(8.0, 0.6997594576864203)	(9.0, 0.5904220424229171)	('>10', 32.21080253662804)	('>50', 34.68182812158321)	('>100', 11.655368467089438)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917166_1	(1.0, 2.4864152807508644)	(2.0, 0.32932652725177014)	(3.0, 0.2963938745265931)	(4.0, 0.2634612218014161)	(5.0, 0.16466326362588507)	(6.0, 0.0)	(7.0, 0.23052856907623911)	(8.0, 0.13173061090070806)	(9.0, 0.14819693726329655)	('>10', 3.260332619792524)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 92.68895109501071)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917166_2	(1.0, 5.170426477852791)	(2.0, 0.8891816235797793)	(3.0, 0.8397826444920138)	(4.0, 1.0538448872056645)	(5.0, 0.4116581590647127)	(6.0, 0.2963938745265931)	(7.0, 0.46105713815247823)	(8.0, 0.7903836654042482)	(9.0, 0.0)	('>10', 0.5598550963280092)	('>50', 6.882924419561996)	('>100', 59.83863000164663)	('>500', 22.80586201218508)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917167_1	(1.0, 8.018593840790238)	(2.0, 4.009296920395119)	(3.0, 2.6147588611272514)	(4.0, 2.5566531086577573)	(5.0, 1.3073794305636257)	(6.0, 0.5229517722254503)	(7.0, 1.8303312027890761)	(8.0, 0.6972690296339338)	(9.0, 0.7844276583381755)	('>10', 13.88727484020918)	('>50', 9.238814642649622)	('>100', 39.19233004067403)	('>500', 15.339918651946544)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917167_2	(1.0, 18.390470656595003)	(2.0, 7.205113306217316)	(3.0, 4.968041836141778)	(4.0, 3.9511911679256246)	(5.0, 3.4863451481696686)	(6.0, 1.7431725740848343)	(7.0, 2.033701336432307)	(8.0, 2.324230098779779)	(9.0, 1.3073794305636257)	('>10', 33.17838466008135)	('>50', 18.158047646717023)	('>100', 3.2539221382916907)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917168_1	(1.0, 6.7894693944086715)	(2.0, 2.412584562719048)	(3.0, 1.0269785638601352)	(4.0, 0.6846523759067569)	(5.0, 0.6928029994294563)	(6.0, 0.5379411524981661)	(7.0, 0.22821745863558562)	(8.0, 0.1304099763631918)	(9.0, 0.07335561170429537)	('>10', 4.164968620099438)	('>50', 4.694759149074904)	('>100', 12.478604613252914)	('>500', 17.442334338576902)	('>1k', 48.642921183470534)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917168_2	(1.0, 20.92265058276958)	(2.0, 3.309153150215992)	(3.0, 1.442660363517809)	(4.0, 0.9780748227239384)	(5.0, 0.7743092346564512)	(6.0, 0.5379411524981661)	(7.0, 0.6275980112478605)	(8.0, 0.8476648463607467)	(9.0, 0.2934224468171815)	('>10', 8.843426522128944)	('>50', 14.190235553019805)	('>100', 42.39139294156003)	('>500', 4.841470372483495)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917169_1	(1.0, 5.724802074170101)	(2.0, 1.4537710079170332)	(3.0, 0.7847585536367425)	(4.0, 0.7129959720357424)	(5.0, 0.45140978749016153)	(6.0, 0.43057548960600023)	(7.0, 0.4861336172970971)	(8.0, 0.3148293902495486)	(9.0, 0.22917727672577434)	('>10', 6.310477336913746)	('>50', 4.011759803694615)	('>100', 18.271679244409462)	('>500', 20.51020880596324)	('>1k', 26.53826566044724)	('>5k', 13.769155979443493)	('>10k+', 0.0)
