names,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Experiment,isolate,create_date,sample_name,block,
SRR11917246,AMPLICON,583,4002626,SAMN15057972,2237915,SRX8463620,758kzRF2017,2020-06-03T12:09:00Z,1231,2,
SRR11917247,AMPLICON,572,78477,SAMN15057971,126528,SRX8463619,690zmSB2017,2020-06-03T12:09:00Z,1231,10,
SRR11917248,AMPLICON,586,5554996,SAMN15057970,3077672,SRX8463618,443koOP2017,2020-06-03T12:09:00Z,1231,1,
SRR11917249,AMPLICON,590,8353089,SAMN15057969,5996155,SRX8463617,514zeWP2017,2020-06-03T12:09:00Z,1216,6,
SRR11917250,AMPLICON,543,10916573,SAMN15057861,5874334,SRX8463616,916tsLS2017,2020-06-03T12:09:00Z,1111,4,
SRR11917251,AMPLICON,587,7906759,SAMN15057968,5549440,SRX8463615,73abOK2017,2020-06-03T12:09:00Z,1216,5,
SRR11917252,AMPLICON,595,4068366,SAMN15057967,3073554,SRX8463614,837twYB2017,2020-06-03T12:09:00Z,1216,3,
SRR11917253,AMPLICON,592,10179261,SAMN15057966,7161413,SRX8463613,844vkQT2017,2020-06-03T12:09:00Z,1216,2,
SRR11917254,AMPLICON,586,24058599,SAMN15057965,13245905,SRX8463612,866ddAG2017,2020-06-03T12:10:00Z,1216,8,
SRR11917255,AMPLICON,588,16657775,SAMN15057964,8948603,SRX8463611,230rwCD2017,2020-06-03T12:10:00Z,1216,7,
SRR11917256,AMPLICON,590,4725,SAMN15057963,84446,SRX8463610,727dcBG2017,2020-06-03T12:09:00Z,1216,4,
SRR11917257,AMPLICON,591,32544,SAMN15057962,100717,SRX8463609,242jsDC2017,2020-06-03T12:09:00Z,1216,3,
SRR11917258,AMPLICON,585,1898161,SAMN15057961,1204802,SRX8463608,256pfDW2017,2020-06-03T12:09:00Z,1216,2,
SRR11917259,AMPLICON,578,5193230,SAMN15057960,2988334,SRX8463607,868wnMZ2017,2020-06-03T12:09:00Z,1216,1,
SRR11917260,AMPLICON,591,8188238,SAMN15057959,5724849,SRX8463606,466tiVU2017,2020-06-03T12:09:00Z,1213,6,
SRR11917261,AMPLICON,528,2144404,SAMN15057860,1275798,SRX8463605,226ktRQ2017,2020-06-03T12:09:00Z,1111,2,
SRR11917262,AMPLICON,583,8144920,SAMN15057958,5714269,SRX8463604,254svNK2017,2020-06-03T12:09:00Z,1213,5,
SRR11917263,AMPLICON,593,5319650,SAMN15057957,3902985,SRX8463603,59fyOV2017,2020-06-03T12:09:00Z,1213,3,
SRR11917264,AMPLICON,590,8303026,SAMN15057956,5952120,SRX8463602,595ncXN2017,2020-06-03T12:09:00Z,1213,2,
SRR11917265,AMPLICON,586,4605761,SAMN15057955,2483213,SRX8463601,190rhOR2017,2020-06-03T12:09:00Z,1213,8,
SRR11917266,AMPLICON,589,53165484,SAMN15057954,28410331,SRX8463600,705mmJI2017,2020-06-03T12:10:00Z,1213,7,
SRR11917267,AMPLICON,583,8435082,SAMN15057953,4584103,SRX8463599,339xzWG2017,2020-06-03T12:09:00Z,1213,4,
SRR11917268,AMPLICON,577,3699703,SAMN15057952,2109839,SRX8463598,423htIO2017,2020-06-03T12:09:00Z,1213,1,
SRR11917269,AMPLICON,561,35839893,SAMN15057951,25117962,SRX8463597,561zsWK2017,2020-06-03T12:10:00Z,1212,9,
SRR11917270,AMPLICON,593,12119240,SAMN15057950,8461875,SRX8463596,89sjIY2017,2020-06-03T12:09:00Z,1212,6,
SRR11917271,AMPLICON,593,4311052,SAMN15057948,3120745,SRX8463595,169xtEZ2017,2020-06-03T12:09:00Z,1212,3,
SRR11917272,AMPLICON,586,5925606,SAMN15057947,4325634,SRX8463594,677jnJZ2017,2020-06-03T12:09:00Z,1212,2,
SRR11917273,AMPLICON,575,6449773,SAMN15057946,4622333,SRX8463593,935viJU2017,2020-06-03T12:09:00Z,1212,9,
SRR11917274,AMPLICON,587,4123606,SAMN15057945,2269279,SRX8463592,978yySH2017,2020-06-03T12:09:00Z,1212,8,
SRR11917275,AMPLICON,571,11439,SAMN15057944,87671,SRX8463591,946joQH2017,2020-06-03T12:09:00Z,1212,7,
SRR11917276,AMPLICON,545,8388041,SAMN15057943,4558003,SRX8463590,628vlLX2017,2020-06-03T12:09:00Z,1212,4,
SRR11917277,AMPLICON,446,6888805,SAMN15057942,3767073,SRX8463589,886czKJ2017,2020-06-03T12:09:00Z,1212,3,
SRR11917278,AMPLICON,546,6691664,SAMN15057941,3652081,SRX8463588,620jkNJ2017,2020-06-03T12:09:00Z,1212,1,
SRR11917279,AMPLICON,591,12644965,SAMN15057940,9128345,SRX8463587,370peCF2017,2020-06-03T12:09:00Z,1202,9,
SRR11917280,AMPLICON,594,15650800,SAMN15057939,11103080,SRX8463586,938oxOC2017,2020-06-03T12:10:00Z,1202,6,
SRR11917281,AMPLICON,587,2505826,SAMN15057858,1409051,SRX8463585,75njAX2017,2020-06-03T12:09:00Z,1111,1,
SRR11917282,AMPLICON,585,10124789,SAMN15057938,7061971,SRX8463584,363elHY2017,2020-06-03T12:10:00Z,1202,5,
SRR11917283,AMPLICON,593,7658395,SAMN15057937,5415501,SRX8463583,555jzUV2017,2020-06-03T12:09:00Z,1202,3,
SRR11917284,AMPLICON,593,13505596,SAMN15057936,9410341,SRX8463582,310dtUL2017,2020-06-03T12:10:00Z,1202,2,
SRR11917285,AMPLICON,579,7448745,SAMN15057935,4139730,SRX8463581,983ucKQ2017,2020-06-03T12:09:00Z,1202,8,
SRR11917286,AMPLICON,587,3350240,SAMN15057934,1926304,SRX8463580,478naDR2017,2020-06-03T12:09:00Z,1202,7,
SRR11917287,AMPLICON,569,3964103,SAMN15057933,2201419,SRX8463579,746mlZN2017,2020-06-03T12:09:00Z,1202,4,
SRR11917288,AMPLICON,559,318610,SAMN15057932,256008,SRX8463578,775uuLB2017,2020-06-03T12:09:00Z,1202,3,
SRR11917289,AMPLICON,575,8335613,SAMN15057931,4647011,SRX8463577,615fcJP2017,2020-06-03T12:09:00Z,1202,2,
SRR11917290,AMPLICON,585,3578009,SAMN15057930,2069278,SRX8463576,199mgSI2017,2020-06-03T12:09:00Z,1202,1,
SRR11917291,AMPLICON,569,7632457,SAMN15057929,5360561,SRX8463575,36awQA2017,2020-06-03T12:09:00Z,1156,6,
SRR11917292,AMPLICON,589,11692346,SAMN15057857,8252438,SRX8463574,535ndOP2017,2020-06-03T12:10:00Z,1105,6,
SRR11917293,AMPLICON,594,22187138,SAMN15057928,15403137,SRX8463573,812oeYL2017,2020-06-03T12:10:00Z,1156,5,
SRR11917294,AMPLICON,593,6776680,SAMN15057927,5060410,SRX8463572,534waMX2017,2020-06-03T12:09:00Z,1156,3,
SRR11917295,AMPLICON,589,10398301,SAMN15057926,7529052,SRX8463571,684loFP2017,2020-06-03T12:09:00Z,1156,2,
SRR11917296,AMPLICON,587,6060906,SAMN15057925,3336692,SRX8463570,616ufJH2017,2020-06-03T12:09:00Z,1156,4,
SRR11917297,AMPLICON,503,2337333,SAMN15057924,1328148,SRX8463569,419wgPP2017,2020-06-03T12:09:00Z,1156,1,
SRR11917298,AMPLICON,551,16188226,SAMN15057923,11932907,SRX8463568,409uwTQ2017,2020-06-03T12:10:00Z,1146,9,
SRR11917299,AMPLICON,557,9828166,SAMN15057949,7099092,SRX8463567,826vkJH2017,2020-06-03T12:09:00Z,1212,5,
SRR11917300,AMPLICON,586,34717762,SAMN15057859,18748881,SRX8463566,228cdFU2017,2020-06-03T12:10:00Z,1111,10,
SRR11917301,AMPLICON,588,2822335,SAMN15057850,1599855,SRX8463565,236zyJY2017,2020-06-03T12:09:00Z,1105,2,
SRR11917302,AMPLICON,585,6682793,SAMN15057849,3712745,SRX8463564,344tzUJ2017,2020-06-03T12:09:00Z,1105,1,
,,,,,,,,,,,
