Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR11917143,AMPLICON,592,2370,PRJNA635907,SAMN15058037,Metagenome or environmental,81926,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463723,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,815jzXC2017,leaf,52.1718 N 106.5052 W,815jzXC2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1320-1-L,SRP265801
SRR11917144,AMPLICON,562,15308540,PRJNA635907,SAMN15058036,Metagenome or environmental,10846493,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463722,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,151qmBE2017,leaf,52.1718 N 106.5052 W,151qmBE2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319w9-L,SRP265801
SRR11917145,AMPLICON,591,7233129,PRJNA635907,SAMN15058035,Metagenome or environmental,5182614,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463721,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,457krAF2017,leaf,52.1718 N 106.5052 W,457krAF2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319w6-L,SRP265801
SRR11917146,AMPLICON,571,9298185,PRJNA635907,SAMN15058034,Metagenome or environmental,6628051,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463720,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,409drZG2017,leaf,52.1718 N 106.5052 W,409drZG2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319w5-L,SRP265801
SRR11917147,AMPLICON,592,10137205,PRJNA635907,SAMN15058033,Metagenome or environmental,7047210,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463719,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,137wlZD2017,leaf,52.1718 N 106.5052 W,137wlZD2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319w3-L,SRP265801
SRR11917148,AMPLICON,593,6344556,PRJNA635907,SAMN15058032,Metagenome or environmental,4578923,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463718,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,402uvNF2017,leaf,52.1718 N 106.5052 W,402uvNF2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319w2-L,SRP265801
SRR11917149,AMPLICON,590,7059431,PRJNA635907,SAMN15058031,Metagenome or environmental,4183367,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463717,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,893qqXH2017,leaf,52.1718 N 106.5052 W,893qqXH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319-8-L,SRP265801
SRR11917150,AMPLICON,583,3623704,PRJNA635907,SAMN15058030,Metagenome or environmental,2059446,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463716,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,296iyQO2017,leaf,52.1718 N 106.5052 W,296iyQO2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319-7-L,SRP265801
SRR11917151,AMPLICON,579,4735310,PRJNA635907,SAMN15058029,Metagenome or environmental,2732078,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463715,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,83qqWM2017,leaf,52.1718 N 106.5052 W,83qqWM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319-4-L,SRP265801
SRR11917152,AMPLICON,594,8633790,PRJNA635907,SAMN15057867,Metagenome or environmental,6237764,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463714,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,17hjQF2017,leaf,52.1718 N 106.5052 W,17hjQF2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1111w9-L,SRP265801
SRR11917153,AMPLICON,274,84539,PRJNA635907,SAMN15058028,Metagenome or environmental,128267,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463713,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,826cuKA2017,leaf,52.1718 N 106.5052 W,826cuKA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319-10-L,SRP265801
SRR11917154,AMPLICON,566,3686427,PRJNA635907,SAMN15058027,Metagenome or environmental,2120223,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463712,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,636tdLD2017,leaf,52.1718 N 106.5052 W,636tdLD2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1319-1-L,SRP265801
SRR11917155,AMPLICON,519,6059123,PRJNA635907,SAMN15058026,Metagenome or environmental,3356985,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463711,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,751snGP2017,leaf,52.1718 N 106.5052 W,751snGP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1311-4-L,SRP265801
SRR11917156,AMPLICON,594,11410652,PRJNA635907,SAMN15058025,Metagenome or environmental,8504211,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463710,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,174nlRH2017,leaf,52.1718 N 106.5052 W,174nlRH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308w9-L,SRP265801
SRR11917157,AMPLICON,594,14209788,PRJNA635907,SAMN15058024,Metagenome or environmental,9884404,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463709,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,191bvBV2017,leaf,52.1718 N 106.5052 W,191bvBV2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308w6-L,SRP265801
SRR11917158,AMPLICON,587,13603144,PRJNA635907,SAMN15058023,Metagenome or environmental,9577160,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463708,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,829elVU2017,leaf,52.1718 N 106.5052 W,829elVU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308w5-L,SRP265801
SRR11917159,AMPLICON,593,11106241,PRJNA635907,SAMN15058022,Metagenome or environmental,7831993,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463707,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,438deHY2017,leaf,52.1718 N 106.5052 W,438deHY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308w3-L,SRP265801
SRR11917160,AMPLICON,595,5263918,PRJNA635907,SAMN15058021,Metagenome or environmental,3829107,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463706,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,530vsJA2017,leaf,52.1718 N 106.5052 W,530vsJA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308w2-L,SRP265801
SRR11917161,AMPLICON,588,3860952,PRJNA635907,SAMN15058020,Metagenome or environmental,2130341,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463705,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,901ykCH2017,leaf,52.1718 N 106.5052 W,901ykCH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308-8-L,SRP265801
SRR11917162,AMPLICON,585,22838,PRJNA635907,SAMN15058019,Metagenome or environmental,95388,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463704,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,964smOA2017,leaf,52.1718 N 106.5052 W,964smOA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308-7-L,SRP265801
SRR11917163,AMPLICON,594,26550609,PRJNA635907,SAMN15057866,Metagenome or environmental,18367977,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463703,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,838ayJL2017,leaf,52.1718 N 106.5052 W,838ayJL2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1111w6-L,SRP265801
SRR11917164,AMPLICON,527,30352424,PRJNA635907,SAMN15058018,Metagenome or environmental,16182731,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463702,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,630asAS2017,leaf,52.1718 N 106.5052 W,630asAS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308-4-L,SRP265801
SRR11917165,AMPLICON,566,2588989,PRJNA635907,SAMN15058017,Metagenome or environmental,1524865,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463701,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,876awBZ2017,leaf,52.1718 N 106.5052 W,876awBZ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308-3-L,SRP265801
SRR11917166,AMPLICON,588,3575593,PRJNA635907,SAMN15058016,Metagenome or environmental,1966441,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463700,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,409kdYF2017,leaf,52.1718 N 106.5052 W,409kdYF2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308-2-L,SRP265801
SRR11917167,AMPLICON,565,1944961,PRJNA635907,SAMN15058015,Metagenome or environmental,1129441,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463699,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,875frOM2017,leaf,52.1718 N 106.5052 W,875frOM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1308-1-L,SRP265801
SRR11917168,AMPLICON,594,7291619,PRJNA635907,SAMN15058014,Metagenome or environmental,5344422,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463698,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,261slVE2017,leaf,52.1718 N 106.5052 W,261slVE2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255w6-L,SRP265801
SRR11917169,AMPLICON,589,25470208,PRJNA635907,SAMN15058013,Metagenome or environmental,17741097,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463697,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,806apGI2017,leaf,52.1718 N 106.5052 W,806apGI2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255w5-L,SRP265801
SRR11917170,AMPLICON,592,13157262,PRJNA635907,SAMN15058012,Metagenome or environmental,9305283,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463696,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,418usKS2017,leaf,52.1718 N 106.5052 W,418usKS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255w3-L,SRP265801
SRR11917171,AMPLICON,592,6953058,PRJNA635907,SAMN15058011,Metagenome or environmental,4950030,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463695,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,13piTE2017,leaf,52.1718 N 106.5052 W,13piTE2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255w2-L,SRP265801
SRR11917172,AMPLICON,587,5129247,PRJNA635907,SAMN15058010,Metagenome or environmental,2806603,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463694,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,96wjMX2017,leaf,52.1718 N 106.5052 W,96wjMX2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255-8-L,SRP265801
SRR11917173,AMPLICON,591,8867,PRJNA635907,SAMN15058009,Metagenome or environmental,87289,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463693,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,954ozEA2017,leaf,52.1718 N 106.5052 W,954ozEA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255-7-L,SRP265801
SRR11917174,AMPLICON,572,14524435,PRJNA635907,SAMN15057865,Metagenome or environmental,10410429,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463692,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,165ztOU2017,leaf,52.1718 N 106.5052 W,165ztOU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1111w5-L,SRP265801
SRR11917175,AMPLICON,581,3383323,PRJNA635907,SAMN15057893,Metagenome or environmental,1932915,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463691,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,625fvIP2017,leaf,52.1718 N 106.5052 W,625fvIP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1127-1-L,SRP265801
SRR11917176,AMPLICON,592,42821476,PRJNA635907,SAMN15057892,Metagenome or environmental,30094968,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463690,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,717dmOZ2017,leaf,52.1718 N 106.5052 W,717dmOZ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119w9-L,SRP265801
SRR11917177,AMPLICON,589,10924430,PRJNA635907,SAMN15057891,Metagenome or environmental,7773107,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463689,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,658exMX2017,leaf,52.1718 N 106.5052 W,658exMX2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119w6-L,SRP265801
SRR11917178,AMPLICON,589,16166769,PRJNA635907,SAMN15057890,Metagenome or environmental,11273633,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463688,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,654foRA2017,leaf,52.1718 N 106.5052 W,654foRA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119w5-L,SRP265801
SRR11917179,AMPLICON,593,7877838,PRJNA635907,SAMN15057889,Metagenome or environmental,5594856,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463687,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,897yhEH2017,leaf,52.1718 N 106.5052 W,897yhEH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119w3-L,SRP265801
SRR11917180,AMPLICON,589,1034785,PRJNA635907,SAMN15057853,Metagenome or environmental,653679,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463686,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,72efLP2017,leaf,52.1718 N 106.5052 W,72efLP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1105-9-L,SRP265801
SRR11917181,AMPLICON,593,10673436,PRJNA635907,SAMN15057888,Metagenome or environmental,7568517,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463685,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,971jzKT2017,leaf,52.1718 N 106.5052 W,971jzKT2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119w2-L,SRP265801
SRR11917182,AMPLICON,582,25051,PRJNA635907,SAMN15057887,Metagenome or environmental,98235,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463684,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,881qhTT2017,leaf,52.1718 N 106.5052 W,881qhTT2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119-8-L-D,SRP265801
SRR11917183,AMPLICON,580,181019,PRJNA635907,SAMN15057886,Metagenome or environmental,178194,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463683,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,231smEC2017,leaf,52.1718 N 106.5052 W,231smEC2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119-8-L,SRP265801
SRR11917184,AMPLICON,525,11818246,PRJNA635907,SAMN15057885,Metagenome or environmental,6222874,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463682,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,946xsBU2017,leaf,52.1718 N 106.5052 W,946xsBU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119-4-L,SRP265801
SRR11917185,AMPLICON,576,1297476,PRJNA635907,SAMN15057884,Metagenome or environmental,776738,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463681,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,541pgYJ2017,leaf,52.1718 N 106.5052 W,541pgYJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119-3-L,SRP265801
SRR11917186,AMPLICON,564,6340344,PRJNA635907,SAMN15057883,Metagenome or environmental,3593690,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463680,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,92zcHQ2017,leaf,52.1718 N 106.5052 W,92zcHQ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119-2-L,SRP265801
SRR11917187,AMPLICON,570,2105869,PRJNA635907,SAMN15057882,Metagenome or environmental,1229883,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463679,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,455reXM2017,leaf,52.1718 N 106.5052 W,455reXM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1119-1-L,SRP265801
SRR11917188,AMPLICON,585,14200122,PRJNA635907,SAMN15057881,Metagenome or environmental,9868322,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463678,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,875apJO2017,leaf,52.1718 N 106.5052 W,875apJO2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117w9-L,SRP265801
SRR11917189,AMPLICON,593,7978316,PRJNA635907,SAMN15057880,Metagenome or environmental,5703805,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463677,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,561cjTW2017,leaf,52.1718 N 106.5052 W,561cjTW2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117w6-L,SRP265801
SRR11917190,AMPLICON,586,13062241,PRJNA635907,SAMN15057879,Metagenome or environmental,9006287,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463676,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,108boPC2017,leaf,52.1718 N 106.5052 W,108boPC2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117w5-L,SRP265801
SRR11917191,AMPLICON,575,98461,PRJNA635907,SAMN15057852,Metagenome or environmental,138162,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463675,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,508ydGG2017,leaf,52.1718 N 106.5052 W,508ydGG2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1105-8-L,SRP265801
