Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR11917094,AMPLICON,550,2613224,PRJNA635907,SAMN15058080,Metagenome or environmental,1498465,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463772,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,745qdDM2017,leaf,52.1718 N 106.5052 W,745qdDM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:08:00Z,1,1351-3-L,SRP265801
SRR11917095,AMPLICON,578,3879257,PRJNA635907,SAMN15058079,Metagenome or environmental,2231316,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463771,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,393cmLU2017,leaf,52.1718 N 106.5052 W,393cmLU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:08:00Z,1,1351-1-L,SRP265801
SRR11917096,AMPLICON,579,10503755,PRJNA635907,SAMN15057872,Metagenome or environmental,5510275,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463770,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,288zhPR2017,leaf,52.1718 N 106.5052 W,288zhPR2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117-4-L,SRP265801
SRR11917097,AMPLICON,592,9083121,PRJNA635907,SAMN15058078,Metagenome or environmental,6399026,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463769,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,958cwQP2017,leaf,52.1718 N 106.5052 W,958cwQP2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348w9-L,SRP265801
SRR11917098,AMPLICON,594,14160413,PRJNA635907,SAMN15058077,Metagenome or environmental,9981189,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463768,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,946fyHV2017,leaf,52.1718 N 106.5052 W,946fyHV2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348w6-L,SRP265801
SRR11917099,AMPLICON,593,21551125,PRJNA635907,SAMN15058076,Metagenome or environmental,14898932,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463767,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,599ovBY2017,leaf,52.1718 N 106.5052 W,599ovBY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348w5-L,SRP265801
SRR11917100,AMPLICON,593,11122554,PRJNA635907,SAMN15058075,Metagenome or environmental,7910562,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463766,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,481zbUY2017,leaf,52.1718 N 106.5052 W,481zbUY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348w3-L,SRP265801
SRR11917101,AMPLICON,594,6652091,PRJNA635907,SAMN15058074,Metagenome or environmental,4741867,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463765,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,701zoCU2017,leaf,52.1718 N 106.5052 W,701zoCU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348w2-L,SRP265801
SRR11917102,AMPLICON,584,5061393,PRJNA635907,SAMN15058073,Metagenome or environmental,2759696,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463764,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,500lrFG2017,leaf,52.1718 N 106.5052 W,500lrFG2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348-8-L,SRP265801
SRR11917103,AMPLICON,589,7108487,PRJNA635907,SAMN15058072,Metagenome or environmental,3916203,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463763,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,799suQX2017,leaf,52.1718 N 106.5052 W,799suQX2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348-7-L,SRP265801
SRR11917104,AMPLICON,567,43130754,PRJNA635907,SAMN15058071,Metagenome or environmental,23847288,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463762,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,541coKS2017,leaf,52.1718 N 106.5052 W,541coKS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348-5-L,SRP265801
SRR11917105,AMPLICON,579,8807174,PRJNA635907,SAMN15058070,Metagenome or environmental,4718367,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463761,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,176ayOJ2017,leaf,52.1718 N 106.5052 W,176ayOJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348-4-L,SRP265801
SRR11917106,AMPLICON,565,825015,PRJNA635907,SAMN15058069,Metagenome or environmental,532880,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463760,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,579aeFK2017,leaf,52.1718 N 106.5052 W,579aeFK2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:08:00Z,1,1348-3-L,SRP265801
SRR11917107,AMPLICON,584,4537642,PRJNA635907,SAMN15057871,Metagenome or environmental,2551823,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463759,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,487fzJW2017,leaf,52.1718 N 106.5052 W,487fzJW2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1117-3-L,SRP265801
SRR11917108,AMPLICON,523,113065,PRJNA635907,SAMN15058068,Metagenome or environmental,143263,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463758,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,172ijRY2017,leaf,52.1718 N 106.5052 W,172ijRY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:08:00Z,1,1348-10-L,SRP265801
SRR11917109,AMPLICON,578,2434099,PRJNA635907,SAMN15058067,Metagenome or environmental,1437795,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463757,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,939ozUI2017,leaf,52.1718 N 106.5052 W,939ozUI2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1348-1-L,SRP265801
SRR11917110,AMPLICON,590,13403113,PRJNA635907,SAMN15058066,Metagenome or environmental,9369331,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463756,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,767kcLK2017,leaf,52.1718 N 106.5052 W,767kcLK2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1331w6-L,SRP265801
SRR11917111,AMPLICON,574,6015875,PRJNA635907,SAMN15058008,Metagenome or environmental,3182382,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463755,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,454hgLU2017,leaf,52.1718 N 106.5052 W,454hgLU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255-4-L,SRP265801
SRR11917112,AMPLICON,553,590578,PRJNA635907,SAMN15058007,Metagenome or environmental,407195,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463754,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,361vnSJ2017,leaf,52.1718 N 106.5052 W,361vnSJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255-2-L,SRP265801
SRR11917113,AMPLICON,590,5336052,PRJNA635907,SAMN15058006,Metagenome or environmental,3136868,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463753,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,352igUG2017,leaf,52.1718 N 106.5052 W,352igUG2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1255-1-L,SRP265801
SRR11917114,AMPLICON,591,10281992,PRJNA635907,SAMN15058005,Metagenome or environmental,7322940,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463752,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,309vmYD2017,leaf,52.1718 N 106.5052 W,309vmYD2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242w9-L,SRP265801
SRR11917115,AMPLICON,585,10872825,PRJNA635907,SAMN15058004,Metagenome or environmental,7790956,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463751,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,246bfDE2017,leaf,52.1718 N 106.5052 W,246bfDE2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242w6-L,SRP265801
SRR11917116,AMPLICON,588,20683924,PRJNA635907,SAMN15058003,Metagenome or environmental,14559955,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463750,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,368efVD2017,leaf,52.1718 N 106.5052 W,368efVD2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242w5-L,SRP265801
SRR11917117,AMPLICON,593,4795864,PRJNA635907,SAMN15058002,Metagenome or environmental,3512224,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463749,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,190tqRV2017,leaf,52.1718 N 106.5052 W,190tqRV2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242w3-L,SRP265801
SRR11917118,AMPLICON,593,5514651,PRJNA635907,SAMN15058001,Metagenome or environmental,3969428,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463748,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,626kxGQ2017,leaf,52.1718 N 106.5052 W,626kxGQ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242w2-L,SRP265801
SRR11917119,AMPLICON,589,9783849,PRJNA635907,SAMN15058000,Metagenome or environmental,6926661,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463747,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,740nbTH2017,leaf,52.1718 N 106.5052 W,740nbTH2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242Dupw2-L,SRP265801
SRR11917120,AMPLICON,585,3728262,PRJNA635907,SAMN15057999,Metagenome or environmental,2041399,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463746,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,430riDJ2017,leaf,52.1718 N 106.5052 W,430riDJ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242-8-L-D,SRP265801
SRR11917121,AMPLICON,594,6687975,PRJNA635907,SAMN15057864,Metagenome or environmental,4850176,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463745,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,176alBM2017,leaf,52.1718 N 106.5052 W,176alBM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1111w3-L,SRP265801
SRR11917122,AMPLICON,573,5681703,PRJNA635907,SAMN15057998,Metagenome or environmental,3187677,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463744,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,460wiQB2017,leaf,52.1718 N 106.5052 W,460wiQB2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242-8-L,SRP265801
SRR11917123,AMPLICON,588,4953126,PRJNA635907,SAMN15057997,Metagenome or environmental,2712097,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463743,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,398heUQ2017,leaf,52.1718 N 106.5052 W,398heUQ2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242-7-L,SRP265801
SRR11917124,AMPLICON,573,12275736,PRJNA635907,SAMN15057996,Metagenome or environmental,6712088,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463742,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,501hhPM2017,leaf,52.1718 N 106.5052 W,501hhPM2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242-4-L,SRP265801
SRR11917125,AMPLICON,590,4133,PRJNA635907,SAMN15057995,Metagenome or environmental,84076,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463741,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,488haEE2017,leaf,52.1718 N 106.5052 W,488haEE2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242-3-L,SRP265801
SRR11917126,AMPLICON,565,1645519,PRJNA635907,SAMN15057994,Metagenome or environmental,1000009,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463740,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,31cfOW2017,leaf,52.1718 N 106.5052 W,31cfOW2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1242-1-L,SRP265801
SRR11917127,AMPLICON,594,14884272,PRJNA635907,SAMN15057993,Metagenome or environmental,10419379,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463739,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,87zwUA2017,leaf,52.1718 N 106.5052 W,87zwUA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238w9-L,SRP265801
SRR11917128,AMPLICON,593,5541784,PRJNA635907,SAMN15057992,Metagenome or environmental,3928698,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463738,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,651ulRT2017,leaf,52.1718 N 106.5052 W,651ulRT2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238w6-L,SRP265801
SRR11917129,AMPLICON,590,9335983,PRJNA635907,SAMN15057991,Metagenome or environmental,6442735,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463737,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,747aqKB2017,leaf,52.1718 N 106.5052 W,747aqKB2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238w5-L,SRP265801
SRR11917130,AMPLICON,594,9147596,PRJNA635907,SAMN15057990,Metagenome or environmental,6509989,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463736,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,751hdDS2017,leaf,52.1718 N 106.5052 W,751hdDS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238w3-L,SRP265801
SRR11917131,AMPLICON,593,9382869,PRJNA635907,SAMN15057989,Metagenome or environmental,6595235,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8463735,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,323blGU2017,leaf,52.1718 N 106.5052 W,323blGU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238w2-L,SRP265801
SRR11917132,AMPLICON,591,8565928,PRJNA635907,SAMN15057863,Metagenome or environmental,6069288,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463734,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,781haAC2017,leaf,52.1718 N 106.5052 W,781haAC2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1111w2-L,SRP265801
SRR11917133,AMPLICON,591,14175554,PRJNA635907,SAMN15057988,Metagenome or environmental,9951379,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8463733,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,864nuSA2017,leaf,52.1718 N 106.5052 W,864nuSA2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238Dupw5-L,SRP265801
SRR11917134,AMPLICON,588,67717,PRJNA635907,SAMN15057987,Metagenome or environmental,118001,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463732,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,866kzBN2017,leaf,52.1718 N 106.5052 W,866kzBN2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238-8-L,SRP265801
SRR11917135,AMPLICON,586,14299884,PRJNA635907,SAMN15057986,Metagenome or environmental,7875206,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463731,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,948exER2017,leaf,52.1718 N 106.5052 W,948exER2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238-4-L,SRP265801
SRR11917136,AMPLICON,587,1153063,PRJNA635907,SAMN15057985,Metagenome or environmental,710959,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463730,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,582rpJO2017,leaf,52.1718 N 106.5052 W,582rpJO2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238-3-L,SRP265801
SRR11917137,AMPLICON,588,3457246,PRJNA635907,SAMN15057984,Metagenome or environmental,1967617,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463729,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,358usSO2017,leaf,52.1718 N 106.5052 W,358usSO2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238-2-L,SRP265801
SRR11917138,AMPLICON,586,3903262,PRJNA635907,SAMN15057983,Metagenome or environmental,2261176,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8463728,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,533yxWU2017,leaf,52.1718 N 106.5052 W,533yxWU2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1238-1-L,SRP265801
SRR11917139,AMPLICON,592,9589805,PRJNA635907,SAMN15057982,Metagenome or environmental,6758611,UNIVERSITY OF SASKATCHEWAN,2016,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463727,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,620dtOY2017,leaf,52.1718 N 106.5052 W,620dtOY2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1231w9-L,SRP265801
SRR11917140,AMPLICON,591,9982031,PRJNA635907,SAMN15057981,Metagenome or environmental,6963515,UNIVERSITY OF SASKATCHEWAN,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8463726,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,226qcAR2017,leaf,52.1718 N 106.5052 W,226qcAR2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1231w6-L,SRP265801
SRR11917141,AMPLICON,589,13127047,PRJNA635907,SAMN15057980,Metagenome or environmental,9300651,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8463725,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,129ftPS2017,leaf,52.1718 N 106.5052 W,129ftPS2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1231w5-L,SRP265801
SRR11917142,AMPLICON,592,6602152,PRJNA635907,SAMN15057979,Metagenome or environmental,4636265,UNIVERSITY OF SASKATCHEWAN,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8463724,Canada,North America,Canada: Saskatoon,Brassica napus,Illumina MiSeq,791wrML2017,leaf,52.1718 N 106.5052 W,791wrML2017,PAIRED,PCR,GENOMIC,leaf metagenome,ILLUMINA,2021-06-22T00:00:00Z,2020-06-03T12:09:00Z,1,1231w3-L,SRP265801
