	SRR11917047	SRR11917048	SRR11917049	SRR11917050	SRR11917051	SRR11917052	SRR11917053	SRR11917054	SRR11917055	SRR11917056	SRR11917057	SRR11917058	SRR11917059	SRR11917060	SRR11917061	SRR11917062	SRR11917063	SRR11917064	SRR11917065	SRR11917066	SRR11917067	SRR11917068	SRR11917069	SRR11917070	SRR11917071	SRR11917072	SRR11917073	SRR11917074	SRR11917075	SRR11917076	SRR11917077	SRR11917078	SRR11917079	SRR11917080	SRR11917081	SRR11917082	SRR11917083	SRR11917084	SRR11917085	SRR11917086	SRR11917087	SRR11917088	SRR11917089	SRR11917090	SRR11917091	SRR11917092	SRR11917093	SRR11917094	SRR11917095	SRR11917096	SRR11917097	SRR11917098	SRR11917099	SRR11917100	SRR11917101	SRR11917103	SRR11917104	SRR11917106	SRR11917107	SRR11917108	SRR11917109	SRR11917110	SRR11917111	SRR11917112	SRR11917113	SRR11917114	SRR11917115	SRR11917116	SRR11917117	SRR11917118	SRR11917119	SRR11917120	SRR11917121	SRR11917122	SRR11917123	SRR11917124	SRR11917125	SRR11917126	SRR11917127	SRR11917128	SRR11917129	SRR11917130	SRR11917131	SRR11917132	SRR11917133	SRR11917134	SRR11917135	SRR11917136	SRR11917137	SRR11917138	SRR11917139	SRR11917140	SRR11917141	SRR11917142	SRR11917143	SRR11917144	SRR11917145	SRR11917146	SRR11917147	SRR11917148	SRR11917149	SRR11917150	SRR11917151	SRR11917152	SRR11917153	SRR11917154	SRR11917155	SRR11917156	SRR11917157	SRR11917158	SRR11917159	SRR11917160	SRR11917161	SRR11917162	SRR11917163	SRR11917164	SRR11917165	SRR11917166	SRR11917167	SRR11917168	SRR11917169	SRR11917170	SRR11917171	SRR11917172	SRR11917173	SRR11917174	SRR11917175	SRR11917176	SRR11917177	SRR11917178	SRR11917179	SRR11917180	SRR11917181	SRR11917182	SRR11917183	SRR11917184	SRR11917185	SRR11917186	SRR11917187	SRR11917188	SRR11917189	SRR11917190	SRR11917191	SRR11917192	SRR11917193	SRR11917194	SRR11917195	SRR11917196	SRR11917197	SRR11917198	SRR11917199	SRR11917200	SRR11917201	SRR11917202	SRR11917203	SRR11917204	SRR11917205	SRR11917206	SRR11917207	SRR11917208	SRR11917209	SRR11917210	SRR11917211	SRR11917212	SRR11917213	SRR11917214	SRR11917215	SRR11917216	SRR11917217	SRR11917218	SRR11917219	SRR11917220	SRR11917221	SRR11917222	SRR11917223	SRR11917224	SRR11917225	SRR11917226	SRR11917227	SRR11917228	SRR11917229	SRR11917231	SRR11917232	SRR11917233	SRR11917234	SRR11917235	SRR11917236	SRR11917237	SRR11917238	SRR11917239	SRR11917240	SRR11917241	SRR11917242	SRR11917243	SRR11917244	SRR11917245	SRR11917246	SRR11917247	SRR11917248	SRR11917249	SRR11917250	SRR11917251	SRR11917252	SRR11917253	SRR11917254	SRR11917255	SRR11917256	SRR11917257	SRR11917258	SRR11917259	SRR11917260	SRR11917261	SRR11917262	SRR11917263	SRR11917264	SRR11917265	SRR11917266	SRR11917267	SRR11917269	SRR11917270	SRR11917271	SRR11917272	SRR11917273	SRR11917274	SRR11917275	SRR11917276	SRR11917277	SRR11917278	SRR11917279	SRR11917280	SRR11917281	SRR11917282	SRR11917283	SRR11917284	SRR11917285	SRR11917286	SRR11917287	SRR11917288	SRR11917289	SRR11917290	SRR11917291	SRR11917292	SRR11917293	SRR11917294	SRR11917295	SRR11917296	SRR11917297	SRR11917298	SRR11917299	SRR11917300	SRR11917301	SRR11917302
ASV_0021	57	44	0	0	0	0	0	0	64	0	0	0	0	51	92	0	0	0	0	34	0	90	0	0	0	0	0	0	25	0	0	0	6	0	20	0	289	0	0	122	0	0	102	0	72	0	0	0	0	0	32	85	0	0	0	33	0	0	0	0	0	0	0	0	0	81	71	86	0	0	0	77	0	38	72	0	0	0	0	65	72	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	118	0	0	0	52	123	0	0	0	0	0	0	138	0	0	0	124	0	37	16	0	0	0	98	28	0	0	0	0	0	0	93	66	147	0	21	0	0	0	0	0	38	0	105	0	0	0	0	0	0	0	83	0	0	0	0	0	0	73	0	0	0	0	126	0	0	0	0	0	0	47	0	0	0	0	0	70	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	63	215	0	0	1579	0	0	0	0	0	0	98	0	87	0	0	34	173	0	0	0	0	102	0	0	0	0	53	319	61	57	0	0	0	0	0	0	0	0	0	0	74	0	48	0	0	83	0	0	0	0	0	101	57	104	0	0	57	0	111	114	375	0	0
ASV_0022	70	63	0	0	44	0	71	26	0	15	0	0	0	63	35	0	52	0	0	86	0	42	0	0	0	0	0	0	32	14	0	0	0	0	58	0	197	118	0	53	0	0	237	0	60	0	0	0	0	0	78	52	0	0	0	61	0	0	0	0	0	146	0	0	0	64	124	67	0	0	0	19	0	58	0	0	0	0	152	61	26	0	0	0	36	0	32	0	0	0	90	97	0	0	0	67	39	0	0	0	21	0	0	112	0	0	0	76	0	133	0	0	23	0	84	32	0	0	0	105	0	0	0	64	0	0	0	546	91	81	0	33	0	0	0	57	0	113	0	135	0	0	0	0	0	0	0	59	0	0	0	0	21	11	0	0	0	0	37	39	0	44	58	0	0	0	0	135	0	0	0	58	29	0	0	0	0	28	0	0	0	19	0	0	0	0	0	0	0	172	0	79	37	0	0	0	0	0	0	79	34	42	0	0	40	105	0	0	0	0	84	0	121	0	0	54	60	0	730	63	0	0	52	47	0	0	0	0	90	85	0	0	0	0	119	26	0	0	0	0	63	65	101	0	0	0	0	119	0	98	0	0
ASV_0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	172	0	64	0	0	209	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	61	85	219	291	364	0	295	0	0	0	106	94	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	60	240	517	0	237	181	595	0	118	196	378	199	376	0	810	95	0	166	212	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV_0024	144	0	0	0	0	0	17	68	0	0	0	0	0	40	29	0	0	0	0	36	0	54	0	542	0	0	0	0	72	0	0	0	0	0	55	0	92	0	0	41	0	0	20	0	46	0	0	0	0	0	39	175	0	0	0	29	0	0	0	0	0	48	0	0	0	49	58	53	0	0	0	14	0	28	153	0	0	0	76	0	0	0	0	0	0	0	183	0	0	0	79	0	0	0	0	0	62	0	0	0	105	0	0	30	0	0	0	32	217	0	0	0	62	0	228	0	0	0	0	61	0	0	0	24	0	0	0	339	67	34	0	20	0	0	0	0	0	31	0	82	0	0	0	0	0	0	0	24	0	0	0	0	90	12	27	0	0	0	17	31	0	23	77	0	0	0	0	129	0	0	0	0	79	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	558	0	24	295	0	0	0	0	0	0	54	0	0	0	0	49	136	0	0	0	0	23	0	51	0	0	48	709	0	178	49	0	0	18	32	0	0	0	0	50	106	0	49	0	0	54	29	0	0	0	0	0	22	202	0	0	0	0	147	0	241	0	0
ASV_0025	35	555	113	147	0	0	26	0	70	182	0	0	37	0	0	0	0	0	0	0	0	0	226	206	64	228	0	0	0	138	0	109	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	53	445	113	0	0	1317	29	0	0	49	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	178	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	167	73	12	0	39	198	68	0	0	22	0	420	0	0	49	37	37	137	0	139	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	144	81	287	59	0	60	0	155	63	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0026	0	0	0	0	0	0	0	46	0	0	0	172	0	0	0	42	0	0	0	116	17	0	0	0	0	0	25	0	0	59	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	25	0	36	0	0	0	0	61	0	0	0	0	58	0	0	266	61	0	0	40	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	57	0	121	0	0	26	26	273	25	0	0	14	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	12	0	0	0	0	0	0	0	53	0	39	0	0	14	0	0	0	203	0	0	0	73	0	0	1426	76	0	71	0	0	0	102	0	0	0	0	36	0	0	0	2178	0	0	0	17	0	0	20	0	0	0	0	0	21	0	0	0	38	0	0	0	0	40	53	0	0	0	0	0	0	0	102	58	0	42	0	0	0	0	0	0	0	37	0	0	0	204	0
ASV_0027	23	396	129	142	0	0	16	0	56	121	0	0	16	0	0	0	0	0	0	0	0	0	235	247	41	205	0	0	0	281	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	371	84	50	0	1199	14	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	56	162	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	127	52	38	0	41	225	183	0	0	22	0	398	0	27	40	99	26	131	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	135	60	265	73	21	157	0	309	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0028	145	27	0	0	0	0	8	57	0	0	0	0	0	41	16	0	11	0	0	29	0	54	0	417	0	0	0	0	57	0	0	0	0	0	34	0	81	0	0	35	0	0	12	0	34	0	0	0	0	0	44	147	0	0	0	32	0	0	0	0	0	45	0	0	0	49	24	47	0	0	0	27	0	23	132	0	0	0	60	29	18	0	0	0	11	0	146	0	0	0	67	0	0	0	0	0	66	0	0	0	93	0	0	70	0	0	0	31	182	0	0	0	51	0	204	0	0	0	0	54	0	0	0	15	0	0	0	329	67	31	0	11	0	0	0	0	0	21	0	84	0	0	0	0	0	0	0	39	0	0	0	0	61	6	29	0	0	0	17	36	0	29	64	0	0	0	0	122	0	0	0	0	70	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	430	0	21	241	0	0	0	0	0	0	45	0	20	0	0	23	139	0	0	0	0	38	0	33	0	0	38	591	0	170	40	0	0	26	39	0	0	0	0	47	94	0	35	0	0	43	27	0	0	0	0	25	24	206	0	0	0	0	148	0	203	0	0
ASV_0029	133	44	0	0	0	0	25	26	0	0	0	0	0	36	58	0	50	0	0	15	0	27	0	279	0	0	0	0	46	0	0	0	0	0	58	0	63	0	0	39	0	0	14	0	25	0	0	0	0	0	44	117	0	0	0	56	0	0	0	0	0	67	0	0	0	32	49	49	0	0	0	6	0	37	66	0	0	0	121	0	18	0	0	0	45	0	241	0	0	0	54	0	0	0	0	0	41	0	0	0	143	17	0	29	0	0	0	37	170	0	0	0	20	0	158	0	0	0	0	55	0	0	0	45	0	0	0	228	59	48	0	23	0	0	0	0	0	19	0	63	0	0	0	0	0	0	0	36	0	0	0	0	102	12	39	0	0	0	24	26	0	17	104	0	0	0	0	102	0	0	0	0	51	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	191	0	15	121	0	0	0	0	0	0	21	0	59	0	0	26	220	0	0	0	0	22	0	68	0	0	53	837	0	129	56	0	0	63	49	0	0	0	0	28	68	0	37	0	0	25	21	0	0	0	0	42	30	207	0	0	0	0	87	0	409	0	0
ASV_0030	138	14	0	0	0	0	20	67	0	0	0	0	0	25	14	0	0	0	0	26	0	46	0	319	0	0	0	0	61	0	0	0	0	0	49	0	70	0	0	29	0	0	29	0	42	0	0	0	0	0	53	143	0	0	0	32	0	0	0	0	0	27	0	0	0	29	23	40	0	0	0	20	0	28	137	0	0	0	86	0	0	0	0	0	0	0	150	0	0	0	52	0	0	0	0	0	55	0	0	0	126	0	0	40	0	0	0	43	157	0	0	0	40	0	169	0	0	0	0	52	0	0	0	31	0	0	0	272	53	25	0	11	0	0	0	0	0	19	0	56	0	0	0	0	0	0	0	23	97	0	0	0	85	16	23	0	0	0	24	22	0	36	61	0	0	0	0	123	0	0	0	0	61	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	411	0	18	211	0	0	0	0	0	0	20	0	11	0	0	26	181	0	0	0	0	26	0	32	0	0	48	751	0	144	48	0	0	34	53	0	0	0	0	44	75	0	32	0	0	32	26	0	0	0	0	30	15	216	0	0	0	0	133	0	299	0	0
ASV_0031	135	38	0	0	0	0	20	53	0	0	0	0	0	32	32	0	0	0	0	18	0	44	0	360	0	0	0	0	81	0	0	0	0	0	39	0	74	0	0	38	0	0	42	0	21	0	0	0	0	0	49	124	0	0	0	59	0	0	0	0	0	39	0	0	0	35	22	38	0	0	0	19	0	29	119	0	0	0	91	32	23	0	0	0	17	0	171	0	0	0	62	0	0	0	0	0	46	0	0	0	160	0	0	42	0	0	0	34	182	0	0	0	32	0	154	0	0	0	0	40	0	0	0	27	0	0	0	258	57	32	0	23	0	0	0	0	0	25	0	103	0	0	0	0	0	0	0	46	0	0	0	0	62	13	31	0	0	0	12	20	0	51	78	0	0	0	0	91	0	0	0	0	44	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	370	0	17	163	0	0	0	0	0	0	32	0	34	0	0	28	149	0	0	0	0	30	0	29	0	0	47	709	0	137	49	0	0	12	44	0	0	0	0	44	60	0	42	0	0	34	23	0	0	0	0	23	21	232	0	0	0	0	135	0	294	0	0
ASV_0032	35	409	111	122	0	0	18	0	45	107	0	0	18	0	0	0	0	0	0	0	0	0	241	223	45	210	0	0	0	270	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	363	100	0	0	1079	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	134	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	133	70	40	0	29	158	135	0	0	28	0	362	15	36	47	83	25	98	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	138	64	254	57	0	139	0	258	38	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0033	135	22	0	0	0	0	23	55	0	0	0	0	0	29	0	0	22	0	0	32	0	54	0	381	0	0	0	0	73	0	0	0	0	0	46	0	95	0	0	36	0	0	0	0	30	0	0	0	0	0	42	134	0	0	0	31	0	0	0	0	0	42	0	0	0	34	27	50	0	0	0	17	0	21	114	0	0	0	80	0	13	0	0	0	0	0	110	0	0	0	64	0	0	0	0	0	56	0	0	0	96	0	0	50	0	0	0	39	197	0	0	0	47	0	205	0	0	0	0	57	51	0	0	21	0	0	0	304	67	36	0	11	0	0	0	0	0	23	0	70	0	0	0	0	0	0	0	40	0	0	0	0	65	11	25	0	0	0	21	22	0	18	51	0	0	0	0	99	0	0	0	0	73	0	0	0	0	0	0	0	0	16	0	55	0	0	0	0	0	414	0	28	222	0	0	0	0	0	0	26	0	0	0	0	29	143	0	0	0	0	36	0	32	0	0	34	601	0	163	38	0	0	20	31	0	0	0	0	46	86	0	41	0	0	38	27	0	0	0	0	0	23	205	0	0	0	0	147	0	200	0	0
ASV_0034	134	0	0	0	0	0	24	39	0	0	0	0	0	27	23	0	0	0	0	18	0	52	0	368	0	0	0	0	67	0	0	0	0	0	42	0	94	0	0	45	0	0	21	0	31	0	0	0	0	0	44	164	0	0	0	14	0	0	0	0	0	41	0	0	0	36	45	39	0	0	0	14	0	14	154	0	0	0	60	0	0	0	0	0	0	0	112	0	0	0	74	0	0	0	0	0	51	0	0	0	78	0	44	39	34	0	0	33	191	0	0	0	52	0	206	0	0	0	0	53	0	0	0	23	0	0	0	339	57	33	0	19	0	0	0	0	0	18	0	77	0	0	0	0	0	0	0	34	0	0	0	0	63	5	18	0	0	0	17	27	0	22	63	0	0	0	0	118	0	0	0	0	57	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	420	0	20	225	0	0	0	0	0	0	36	0	0	0	0	34	130	0	0	0	0	38	0	38	0	0	36	529	0	154	31	0	0	13	45	0	0	0	0	59	81	0	47	0	0	37	26	0	0	0	0	0	29	201	0	0	0	0	149	0	167	0	0
ASV_0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	111	0	67	0	0	163	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	50	74	183	257	252	0	204	0	0	0	101	88	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	44	181	430	0	184	113	462	0	79	159	310	120	256	0	745	86	0	132	204	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
ASV_0036	42	294	145	168	0	101	22	20	32	134	17	0	16	0	23	0	38	0	0	0	0	0	140	156	47	245	0	0	0	95	26	62	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	52	477	124	0	0	732	11	0	0	24	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	32	59	129	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	59	198	84	10	0	27	123	67	0	0	17	0	468	16	11	23	34	20	82	0	103	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	120	0	86	85	269	33	29	54	46	122	45	0	33	0	0	0	0	0	0	0	0	0	0
ASV_0037	35	370	134	148	0	0	11	0	35	130	0	0	19	0	0	0	0	0	0	0	0	0	183	185	72	232	0	0	0	91	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	371	133	0	0	991	33	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	141	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	58	184	77	21	0	25	155	45	0	0	17	0	420	0	11	33	31	34	101	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	87	0	120	100	285	59	0	39	0	157	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0038	54	52	0	0	26	0	81	25	0	0	0	0	0	45	26	0	33	0	0	66	0	32	0	0	0	0	0	0	18	0	0	0	0	0	69	0	123	63	0	41	0	0	154	0	53	0	0	0	0	0	53	45	0	0	0	59	0	0	0	0	0	78	0	0	0	47	99	66	0	0	0	17	0	63	0	0	0	0	134	57	15	0	0	0	23	0	51	0	0	0	84	53	0	0	0	71	36	0	0	0	12	0	0	87	0	0	0	56	0	111	0	0	20	0	66	18	0	0	0	86	0	0	0	67	0	0	0	414	64	92	0	48	0	0	0	38	0	104	0	112	0	0	0	0	0	0	0	36	0	0	0	0	27	8	0	0	0	0	19	30	0	29	53	0	0	0	0	95	0	0	0	40	29	0	0	0	0	12	0	0	0	13	0	0	0	0	0	0	0	123	0	59	24	0	0	0	0	0	0	66	36	35	0	0	37	101	0	0	0	0	69	0	80	0	0	46	78	0	555	68	0	0	30	38	0	0	0	0	63	71	0	0	0	0	106	17	0	0	0	0	61	39	64	0	0	0	0	96	0	118	0	0
ASV_0039	43	315	106	123	0	0	16	0	29	101	0	0	32	0	0	0	0	0	0	0	0	0	177	175	40	193	0	0	0	131	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	364	116	0	0	968	30	0	0	32	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	49	127	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	164	75	22	0	39	158	83	0	0	29	0	415	0	31	32	56	30	98	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	98	0	107	77	244	60	30	72	0	178	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0040	26	384	127	137	0	0	17	0	35	198	0	0	20	0	0	0	0	0	0	0	0	0	159	169	57	219	0	0	0	48	0	83	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	39	405	130	0	0	906	20	0	0	41	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	140	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	143	104	10	0	33	142	35	0	0	17	0	365	0	0	32	23	39	119	0	111	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	105	59	230	42	0	19	0	74	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0041	0	0	0	0	0	0	0	41	0	0	0	172	0	0	0	46	0	29	0	87	26	0	0	0	0	0	31	0	0	0	0	0	0	18	0	0	0	0	0	0	37	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	21	0	9	0	0	0	0	0	0	0	0	0	64	0	0	187	88	0	43	38	0	0	0	0	0	0	0	18	0	0	0	65	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	25	0	0	0	59	0	73	0	0	25	16	246	0	0	0	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	29	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	16	0	0	0	0	0	0	0	38	0	18	0	0	14	0	0	0	155	0	0	0	42	0	0	1338	74	0	72	0	0	0	49	0	0	0	0	23	0	0	0	1552	0	0	0	32	0	0	30	0	0	0	0	0	21	0	0	0	56	0	0	0	0	29	33	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	42	0	0	0	182	0
ASV_0042	110	34	0	0	0	0	24	18	0	0	0	0	0	61	0	0	0	0	0	10	0	25	0	276	0	0	0	0	58	0	0	0	0	0	55	0	63	0	0	38	0	0	0	0	30	0	0	0	0	0	41	99	0	0	0	52	0	0	0	0	0	55	0	0	0	56	34	49	0	0	0	0	0	24	70	0	0	0	68	0	0	0	0	0	46	0	178	0	0	0	43	52	0	0	0	10	55	0	0	0	135	0	0	31	0	0	0	52	112	0	0	0	18	0	147	0	0	0	0	45	0	0	0	34	0	0	0	218	51	65	0	18	0	0	0	0	0	31	0	58	0	0	0	0	0	0	0	42	0	0	0	0	80	22	21	0	0	0	25	58	0	0	92	0	0	0	0	70	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	16	152	0	0	0	0	0	0	41	0	42	0	0	0	172	0	0	0	0	45	0	0	0	0	40	671	0	121	41	0	0	0	42	0	0	0	0	53	56	0	51	0	0	25	10	0	0	0	0	29	35	150	0	0	0	0	82	0	354	0	0
ASV_0043	37	306	115	140	0	0	25	0	28	131	0	0	27	0	15	0	0	0	0	0	0	0	173	178	44	179	0	0	0	98	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	336	124	39	0	982	25	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	55	142	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	155	94	22	0	22	179	59	0	0	18	0	368	0	24	35	35	29	83	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	107	65	241	47	0	36	0	153	28	0	0	0	0	0	0	0	0	0	0	0	0
